bank,year,metric_name,val,unit,source_chunk_id,confidence_level,needs_review,confidence_reason,review_action,review_note,orig_val,orig_unit,orig_source_chunk_id,review_model,bucket
easternbank_128904,2024,ROA,NOT FOUND,NOT FOUND,NOT FOUND,low,1,range_roa;small_gap:0.008,reject,"No direct mention of ROA in the provided evidence. The closest mention is of 'Operating return on average tangible shareholders?€? equity' which is ROE, not ROA.",5,%,[k=easternbank_128904|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=297],qwen3:8b,llm_review_rejected
easternbank_128904,2024,ROE,3.66,%,[k=easternbank_128904|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=8],low,1,low_score:0.599;small_gap:0.008,keep,The value 3.66% is explicitly mentioned in the context of Return on average total shareholders?€? equity (GAAP) for 2024 in chunk 246.,,,,qwen3:8b,ok
mvbbanking_2757205,2024,NII,"$ 109,916",thousand,k=mvbbanking_2757205|stem=2024AnnualReport_FINALpdf|chunk=160,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
mvbbanking_2757205,2024,NIM,3.64,%,[k=mvbbanking_2757205|stem=2024AnnualReport_FINALpdf|chunk=160],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
mvbbanking_2757205,2024,Provision for Credit Losses,"2,541",thousand,[k=mvbbanking_2757205|stem=2024AnnualReport_FINALpdf|chunk=385],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
mvbbanking_2757205,2024,ROA,0.6,%,[k=mvbbanking_2757205|stem=2024AnnualReport_FINALpdf|chunk=161],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
mvbbanking_2757205,2024,ROE,6.9,%,[k=mvbbanking_2757205|stem=2024AnnualReport_FINALpdf|chunk=161],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
sybsince1904_317342,2024,NII,"$ 257,400",thousand,k=sybsince1904_317342|stem=7ee64139-1070-4f0d-99b3-ed8b78611139pdf|chunk=121,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
sybsince1904_317342,2024,NIM,3.31,%,[k=sybsince1904_317342|stem=7ee64139-1070-4f0d-99b3-ed8b78611139pdf|chunk=147],medium,0,small_gap:0.015,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
sybsince1904_317342,2024,Provision for Credit Losses,1.3,million,[k=sybsince1904_317342|stem=7ee64139-1070-4f0d-99b3-ed8b78611139pdf|chunk=143],medium,0,small_gap:0.002,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
sybsince1904_317342,2024,ROA,NOT FOUND,NOT FOUND,NOT FOUND,low,1,low_score:0.586;small_gap:0.003,reject,No evidence found for ROA metric in the provided text.,1.37,%,[k=sybsince1904_317342|stem=7ee64139-1070-4f0d-99b3-ed8b78611139pdf|chunk=96],qwen3:8b,llm_review_rejected
sybsince1904_317342,2024,ROE,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.003;weak_metric_keyword,keep,default_keep,,,,qwen3:8b,value_missing
